,sentence,label,tones
258,i can feel myself gaining control over the damaged goods aspects of my personal security,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
259,i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
260,i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.520924,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.618646,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
261,i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,joy,"{  ""document_tone"": {    ""tones"": []  }}"
262,i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.701886,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.671967,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
263,i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.63273,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
264,i have been for my bloods which proved the reason i was feeling so lethargic and rubbish was that i am low on iron so i have now been prescribed iron tablets,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
265,i have my own mind and i feel like my mind is dangerous to my life,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
266,i feel like i love everyone or at least i am compassionate toward others,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.684292,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.73677,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.716301,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
267,i feel as if i should be punished for neglecting you,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.660104,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.653099,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
268,i feel like it just doesnt capture the beauty of this lovely polish,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.882687,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
269,i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.805516,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
270,i feel like i should just bite the bullet and do it but every time i think about it i feel stressed because im not fully supported on my decisions,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.811849,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
271,i know i have some obnoxiously immature sounding verbal tics and my voice is kind of nasal and i don t always come across like the sharpest tool in the shed especially when i m feeling awkward but there s knowing and there s knowing you know,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.532616,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
272,id just had a terrible nightmare and was feeling a little disturbed,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.656031,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
273,i didnt want to walk passed there just in case the customers feel disturbed,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.867767,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.73677,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
274,i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.852209,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
275,i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.625672,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.599421,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.525007,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
276,i am so festive this feels so delicious wheeeeee what a great night,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.952703,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
277,i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.952357,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.659112,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
278,im sick of feeling crappy,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.555548,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
279,i feel like i almost convinced myself this is going to be the pattern,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.543214,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.821913,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.716301,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
280,i also wear them when im wearing a dress that makes me feel slutty feels like those antique underwears but obviously a little bit more edgy or maybe a little bit more than a little bit,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.726084,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
281,i feel a perverse pride in my self control that i managed to stay where i was ordered and not reach for the tempting human flesh so close before us,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
282,i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.532085,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.592374,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
283,i was positively giddy when the kids left this morning after our very last official class of the year but now im feeling a little sad,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.92191,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.775702,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
284,i feel supportive of him i also cant help but feel jealous,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.625049,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
285,i mainly like to text because i feel like i am so much more clever with the written word rather than the spoken,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
286,i seriouly feel i am not being respected i dont have my privacy i am being ordered around,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
287,i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.550637,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
288,i personalities that can feel pain and suffering,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.901682,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
289,i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.65081,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
